1,"Insertion of Hybrid External Fixation Device into Left Humeral Shaft, Percutaneous Endoscopic Approach"
2,"Removal of Nonautologous Tissue Substitute from Lower Jaw, External Approach"
3,"Plain Radiography of Right Hip, Densitometry"
4,"Insertion of Intraluminal Device into Intracranial Vein, Percutaneous Endoscopic Approach"
5,"Extirpation of Matter from Pericardium, Percutaneous Endoscopic Approach"
6,"Bypass Coronary Artery, Three Arteries from Coronary Artery with Synthetic Substitute, Percutaneous Endoscopic Approach"
7,Low Dose Rate (LDR) Brachytherapy of Inguinal Lymphatics using Palladium 103 (Pd-103)
8,"Revision of Drainage Device in Pituitary Gland, Percutaneous Approach"
9,Computerized Tomography (CT Scan) of Right Eye using High Osmolar Contrast
10,"Revision of Monitoring Device in Cerebral Ventricle, Percutaneous Endoscopic Approach"
11,"Reposition Left Femoral Shaft, External Approach"
12,Coordination/Dexterity Treatment of Integumentary System - Upper Back / Upper Extremity using Prosthesis
13,"Revision of Diaphragmatic Pacemaker Lead in Diaphragm, Via Natural or Artificial Opening"
14,"Drainage of Mesentery with Drainage Device, Open Approach"
15,"Destruction of Left Axillary Lymphatic, Percutaneous Endoscopic Approach"
16,"Destruction of Lower Esophagus, Via Natural or Artificial Opening Endoscopic"
17,"Bypass Right Foot Vein to Lower Vein with Autologous Arterial Tissue, Percutaneous Endoscopic Approach"
18,"Supplement Pulmonary Trunk with Autologous Tissue Substitute, Percutaneous Endoscopic Approach"
19,"Excision of Left Thorax Bursa and Ligament, Percutaneous Endoscopic Approach"
20,"Revision of Stimulator Lead in Upper Muscle, External Approach"
21,"Restriction of Jejunum with Intraluminal Device, Via Natural or Artificial Opening"
22,"Reattachment of Vagina, Open Approach"
23,"Supplement Left Posterior Tibial Artery with Autologous Tissue Substitute, Percutaneous Approach"
24,"Inspection of Left Upper Arm, Percutaneous Approach"
25,"Fusion of Right Acromioclavicular Joint with Synthetic Substitute, Percutaneous Approach"
26,"Repair Chest Wall, Open Approach"
27,Beam Radiation of Tibia/Fibula using Neutrons
28,"Destruction of Trigeminal Nerve, Percutaneous Endoscopic Approach"
29,"Bypass Peritoneal Cavity to Left Pleural Cavity with Synthetic Substitute, Percutaneous Endoscopic Approach"
30,"Drainage of Splenic Artery with Drainage Device, Percutaneous Endoscopic Approach"
31,"Extirpation of Matter from Oculomotor Nerve, Open Approach"
32,"Drainage of Right Large Intestine, Open Approach"
33,Magnetic Resonance Imaging (MRI) of Right Breast
34,"Reattachment of Left Buttock, Open Approach"
35,"Revision of Intraluminal Device in Urethra, External Approach"
36,"Repair Left External Auditory Canal, Via Natural or Artificial Opening Endoscopic"
37,Fluoroscopy of Right Brachiocephalic-Subclavian Artery using Low Osmolar Contrast
38,High Dose Rate (HDR) Brachytherapy of Salivary Glands using Other Isotope
39,Computerized Tomography (CT Scan) of Prostate using High Osmolar Contrast
40,Magnetic Resonance Imaging (MRI) of Sacrum and Coccyx using Other Contrast
41,"Dilation of Stomach, Via Natural or Artificial Opening Endoscopic"
42,"Excision of Perineum Bursa and Ligament, Percutaneous Approach, Diagnostic"
43,"Excision of Rectum, Via Natural or Artificial Opening Endoscopic, Diagnostic"
44,"Extirpation of Matter from Right Tarsal, Open Approach"
45,"Removal of Drainage Device from Right Eye, External Approach"
46,Contact Radiation of Sinuses
47,"Fusion of Right Carpal Joint with Synthetic Substitute, Percutaneous Approach"
48,Plain Radiography of Left Pelvic (Iliac) Veins using Other Contrast
49,"Excision of Left Sublingual Gland, Open Approach, Diagnostic"
50,"Beam Radiation of Jejunum using Heavy Particles (Protons,Ions)"
51,"Removal of Autologous Tissue Substitute from Mesentery, Open Approach"
52,"Inspection of Left Finger Phalangeal Joint, Percutaneous Endoscopic Approach"
53,"Bypass Right Axillary Artery to Bilateral Upper Arm Artery with Synthetic Substitute, Open Approach"
54,"Alteration of Left External Ear with Synthetic Substitute, Open Approach"
55,"Removal of External Fixation Device from Right Wrist Joint, External Approach"
56,Fluoroscopy of Right Calcaneus
57,"Occlusion of Upper Vein with Intraluminal Device, Percutaneous Approach"
58,"Dilation of Left Parotid Duct with Intraluminal Device, Percutaneous Approach"
59,"Supplement Left Upper Lobe Bronchus with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach"
60,"Supplement Nasal Septum with Synthetic Substitute, Open Approach"
61,Plaque Radiation of Pineal Body
62,"Reposition Bilateral Kidneys, Percutaneous Endoscopic Approach"
63,"Drainage of Femoral Nerve, Open Approach"
64,Fluoroscopy of Thoracic Spine
65,Computerized Tomography (CT Scan) of Right Upper Arm using Low Osmolar Contrast
66,"Insertion of Infusion Device into Right Common Iliac Artery, Percutaneous Endoscopic Approach"
67,"Supplement Left Carpal Joint with Autologous Tissue Substitute, Open Approach"
68,"Transfer Trigeminal Nerve to Glossopharyngeal Nerve, Open Approach"
69,"Supplement Right Lower Arm and Wrist Tendon with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach"
70,"Revision of Autologous Tissue Substitute in Cervicothoracic Vertebral Disc, Percutaneous Endoscopic Approach"
71,"Extraction of Left Foot Subcutaneous Tissue and Fascia, Open Approach"
72,"Supplement Bilateral Epididymis with Autologous Tissue Substitute, Percutaneous Endoscopic Approach"
73,"Bypass Right Popliteal Artery to Peroneal Artery with Autologous Venous Tissue, Open Approach"
74,"Reposition Left Maxilla with External Fixation Device, Percutaneous Approach"
75,"Extirpation of Matter from Bilateral Vas Deferens, Percutaneous Endoscopic Approach"
76,"Supplement Mitral Valve created from Left Atrioventricular Valve with Synthetic Substitute, Percutaneous Approach"
77,"Insertion of Monitoring Device into Ileum, Via Natural or Artificial Opening Endoscopic"
78,"Replacement of Right Clavicle with Synthetic Substitute, Percutaneous Approach"
79,"Replacement of Right Thumb with Left Toe, Autologous Tissue Substitute, Open Approach"
80,Removal of Other Device on Right Lower Leg
81,"Excision of Sacrococcygeal Joint, Open Approach"
82,"Supplement Right Seminal Vesicle with Synthetic Substitute, Open Approach"
83,"Dilation of Left Anterior Tibial Artery, Bifurcation, with Four or More Intraluminal Devices, Percutaneous Approach"
84,"Revision of Infusion Device in Cerebral Ventricle, Percutaneous Approach"
85,"Revision of Nonautologous Tissue Substitute in Upper Artery, External Approach"
86,"Extirpation of Matter from Left Seminal Vesicle, Percutaneous Endoscopic Approach"
87,"Removal of Drainage Device from Right Knee Joint, Percutaneous Endoscopic Approach"
88,"Repair Right Fibula, External Approach"
89,"Revision of Drainage Device in Cervical Vertebral Joint, External Approach"
90,"Excision of Hemiazygos Vein, Open Approach"
91,"Repair Head Muscle, Percutaneous Approach"
92,"Monitoring of Central Nervous Electrical Activity, Intraoperative, Percutaneous Approach"
93,"Resection of Left Lower Extremity Bursa and Ligament, Percutaneous Endoscopic Approach"
94,"Revision of Zooplastic Tissue in Pulmonary Valve, Percutaneous Endoscopic Approach"
95,"Supplement Left Occipital Bone with Synthetic Substitute, Percutaneous Endoscopic Approach"
96,"Removal of External Fixation Device from Left Toe Phalanx, Percutaneous Approach"
97,"Repair Lumbar Vertebral Joint, External Approach"
98,"Dilation of Right Renal Vein with Intraluminal Device, Open Approach"
99,"Repair Right Shoulder Bursa and Ligament, Percutaneous Approach"
100,"Revision of Internal Fixation Device in Right Wrist Joint, Open Approach"
101,"Introduction of Nutritional Substance into Upper GI, Via Natural or Artificial Opening"
102,"Removal of External Fixation Device from Left Tarsal Joint, External Approach"
103,"Transfusion of Autologous White Cells into Peripheral Artery, Percutaneous Approach"
104,"Reposition Left Fibula with Ring External Fixation Device, Percutaneous Endoscopic Approach"
105,"Removal of Synthetic Substitute from Scrotum and Tunica Vaginalis, Via Natural or Artificial Opening"
106,"Supplement Right Hip Joint with Synthetic Substitute, Open Approach"
107,"Destruction of Left Vas Deferens, Open Approach"
108,"Supplement Right Radius with Nonautologous Tissue Substitute, Percutaneous Approach"
109,"Transfusion of Autologous Whole Blood into Peripheral Vein, Percutaneous Approach"
110,"Destruction of Esophagus, Percutaneous Endoscopic Approach"
111,"Drainage of Right Brachial Vein, Percutaneous Approach"
112,"Destruction of Right Auditory Ossicle, Open Approach"
113,"Replacement of Right Thorax Tendon with Autologous Tissue Substitute, Percutaneous Endoscopic Approach"
114,"Transfer Soft Palate, External Approach"
115,"Excision of Left Thumb Phalanx, Percutaneous Endoscopic Approach"
116,"Fusion of Left Toe Phalangeal Joint with Nonautologous Tissue Substitute, Percutaneous Approach"
117,"Dilation of Left Pulmonary Vein with Intraluminal Device, Percutaneous Approach"
118,"Bypass Left Internal Iliac Artery to Right Internal Iliac Artery with Autologous Venous Tissue, Open Approach"
119,"Extirpation of Matter from Thoracic Vertebral Joint, Percutaneous Endoscopic Approach"
120,"Occlusion of Middle Esophagus with Extraluminal Device, Open Approach"
121,"Transfer Vagus Nerve to Acoustic Nerve, Open Approach"
122,"Repair Cervicothoracic Vertebral Disc, External Approach"
123,"Supplement Left Foot Muscle with Nonautologous Tissue Substitute, Open Approach"
124,"Repair Left Knee Bursa and Ligament, Percutaneous Approach"
125,"Revision of Drainage Device in Facial Bone, Open Approach"
126,"Drainage of Left Rib, Percutaneous Endoscopic Approach"
127,"Revision of Monitoring Device in Pleura, Via Natural or Artificial Opening"
128,"Drainage of Bilateral Spermatic Cords, Percutaneous Approach, Diagnostic"
129,"Drainage of Right Axilla with Drainage Device, Percutaneous Approach"
130,"Drainage of Left External Auditory Canal, Open Approach, Diagnostic"
131,"Supplement Mitral Valve created from Left Atrioventricular Valve with Zooplastic Tissue, Percutaneous Endoscopic Approach"
132,"Supplement Pulmonary Valve with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach"
133,"Introduction of Oxazolidinones into Products of Conception, Percutaneous Approach"
134,"Removal of Nonautologous Tissue Substitute from Right Metacarpocarpal Joint, Open Approach"
135,"Resection of Left Eye, External Approach"
136,"Control Bleeding in Left Shoulder Region, Percutaneous Approach"
137,"Fluoroscopy of Bilateral Internal Carotid Arteries using Low Osmolar Contrast, Laser Intraoperative"
138,"Reposition Esophagus, Via Natural or Artificial Opening"
139,"Insertion of Infusion Device into Abdominal Wall, Open Approach"
140,Beam Radiation of Diaphragm using Photons <1 MeV
141,"Excision of Portal Vein, Open Approach"
142,"Drainage of Facial Muscle with Drainage Device, Open Approach"
143,"Repair Right Ankle Region, Open Approach"
144,"Release Right Hand Tendon, Percutaneous Approach"
145,"Supplement Left Hip Joint with Synthetic Substitute, Open Approach"
146,"Revision of Autologous Tissue Substitute in Lower Tendon, Percutaneous Approach"
147,"Alteration of Abdominal Wall with Autologous Tissue Substitute, Open Approach"
148,"Transfusion of Nonautologous Fibrinogen into Peripheral Artery, Open Approach"
149,"Replacement of Right Pulmonary Vein with Synthetic Substitute, Percutaneous Endoscopic Approach"
150,"Inspection of Uterus and Cervix, Percutaneous Approach"
151,"Reattachment of Large Intestine, Open Approach"
152,"Transfer Facial Nerve to Acoustic Nerve, Percutaneous Endoscopic Approach"
153,"Release Left Shoulder Bursa and Ligament, External Approach"
154,"Alteration of Left Lower Extremity, Open Approach"
155,"Bypass Cystic Duct to Small Intestine, Percutaneous Endoscopic Approach"
156,"Removal of Autologous Tissue Substitute from Upper Back, External Approach"
157,"Removal of Nonautologous Tissue Substitute from Right Glenoid Cavity, Percutaneous Approach"
158,Therapeutic Exercise Treatment of Integumentary System - Whole Body using Other Equipment
159,"Dilation of Left Main Bronchus with Intraluminal Device, Percutaneous Approach"
160,"Drainage of Left Foot Bursa and Ligament with Drainage Device, Percutaneous Approach"
161,"Computerized Tomography (CT Scan) of Left Eye using Low Osmolar Contrast, Unenhanced and Enhanced"
162,"Replacement of Common Bile Duct with Synthetic Substitute, Percutaneous Endoscopic Approach"
163,"Replacement of Right Temporal Artery with Nonautologous Tissue Substitute, Open Approach"
164,"Drainage of Descending Colon with Drainage Device, Via Natural or Artificial Opening Endoscopic"
165,"Release Right Lower Leg Tendon, Percutaneous Endoscopic Approach"
166,"Destruction of Right Radius, Percutaneous Endoscopic Approach"
167,"Excision of Left Sternoclavicular Joint, Percutaneous Approach, Diagnostic"
168,Compression of Face using Pressure Dressing
169,"Extirpation of Matter from Right Vas Deferens, Percutaneous Approach"
170,"Bypass Right External Iliac Vein to Lower Vein, Percutaneous Endoscopic Approach"
171,"Restriction of Descending Colon with Intraluminal Device, Open Approach"
172,"Restriction of Pancreatic Duct, Via Natural or Artificial Opening Endoscopic"
173,"Removal of Synthetic Substitute from Cerebral Ventricle, Open Approach"
174,"Supplement Face with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach"
175,"Excision of Right Lower Lobe Bronchus, Via Natural or Artificial Opening Endoscopic"
176,"Drainage of Pelvic Cavity, Open Approach"
177,"Excision of Uterine Supporting Structure, Via Natural or Artificial Opening Endoscopic"
178,"Dilation of Left Internal Mammary Artery, Bifurcation, with Two Drug-eluting Intraluminal Devices, Percutaneous Endoscopic Approach"
179,"Revision of Drainage Device in Prostate and Seminal Vesicles, Percutaneous Endoscopic Approach"
180,"Extirpation of Matter from Left Ulnar Artery, Bifurcation, Percutaneous Endoscopic Approach"
181,"Revision of External Fixation Device in Right Metatarsal-Phalangeal Joint, External Approach"
182,"Respiratory Ventilation, Less than 24 Consecutive Hours"
183,"Bypass Common Bile Duct to Right Hepatic Duct, Open Approach"
184,"Drainage of Left Hand Muscle, Open Approach, Diagnostic"
185,"Excision of Left Kidney Pelvis, Percutaneous Approach, Diagnostic"
186,"Repair Soft Palate, Percutaneous Approach"
187,"Occlusion of Left Common Carotid Artery, Percutaneous Approach"
188,Fluoroscopy of Left Forearm
189,"Introduction of Oxazolidinones into Pericardial Cavity, Percutaneous Approach"
190,Beam Radiation of Liver using Photons >10 MeV
191,Ultrasonography of Lower Extremity Tendons
192,"Revision of Radioactive Element in Gastrointestinal Tract, External Approach"
193,"Division of Left Scapula, Open Approach"
194,"Drainage of Carina, Via Natural or Artificial Opening Endoscopic, Diagnostic"
195,"Supplement Abdominal Aorta with Nonautologous Tissue Substitute, Open Approach"
196,"Dilation of Left Peroneal Artery, Bifurcation, with Four or More Intraluminal Devices, Percutaneous Endoscopic Approach"
197,"Restriction of Upper Vein, Percutaneous Approach"
198,"Insertion of Infusion Device into Pancreas, Percutaneous Approach"
199,"Revision of Other Device in Female Perineum, Open Approach"
200,"Removal of Radioactive Element from Male Perineum, Open Approach"
201,"Bypass Superior Vena Cava to Pulmonary Vein Confluence, Percutaneous Endoscopic Approach"
202,"Excision of Right Metacarpophalangeal Joint, Open Approach, Diagnostic"
203,"Excision of Optic Nerve, Percutaneous Endoscopic Approach"
204,"Supplement Right Common Iliac Vein with Nonautologous Tissue Substitute, Open Approach"
205,"Extirpation of Matter from Left External Iliac Vein, Open Approach"
206,"Removal of External Fixation Device from Left Hip Joint, Percutaneous Endoscopic Approach"
207,Beam Radiation of Diaphragm using Photons 1 - 10 MeV
208,"Drainage of Uterus with Drainage Device, Via Natural or Artificial Opening Endoscopic"
209,"Revision of Autologous Tissue Substitute in Left Metacarpocarpal Joint, Open Approach"
210,"Supplement Transverse Colon with Nonautologous Tissue Substitute, Via Natural or Artificial Opening Endoscopic"
211,"Drainage of Right Metatarsal-Phalangeal Joint with Drainage Device, Open Approach"
212,"Occlusion of Right Hypogastric Vein, Percutaneous Endoscopic Approach"
213,"Dilation of Right Radial Artery, Bifurcation, with Two Drug-eluting Intraluminal Devices, Open Approach"
214,"Excision of Right Upper Lung Lobe, Via Natural or Artificial Opening, Diagnostic"
215,"Destruction of Right Superior Parathyroid Gland, Percutaneous Approach"
216,"Insertion of Intramedullary Internal Fixation Device into Right Lower Femur, Open Approach"
217,Magnetic Resonance Imaging (MRI) of Corpora Cavernosa using Other Contrast
218,"Dilation of Coronary Artery, Two Arteries with Four or More Intraluminal Devices, Percutaneous Endoscopic Approach"
219,"Drainage of Superior Mesenteric Vein with Drainage Device, Percutaneous Endoscopic Approach"
220,"Revision of Drainage Device in Lower Artery, Open Approach"
221,"Destruction of Left Upper Arm Muscle, Open Approach"
222,"Introduction of Other Antineoplastic into Central Vein, Open Approach"
223,"Revision of Drainage Device in Left Metatarsal-Tarsal Joint, Percutaneous Approach"
224,"Dilation of Middle Colic Artery, Bifurcation, Open Approach"
225,"Excision of Bilateral Testes, Percutaneous Endoscopic Approach"
226,"Excision of Right External Auditory Canal, Percutaneous Endoscopic Approach, Diagnostic"
227,Computerized Tomography (CT Scan) of Pelvis using Low Osmolar Contrast
228,"Repair Bilateral Fallopian Tubes, Via Natural or Artificial Opening"
229,"Insertion of Infusion Device into Oral Cavity and Throat, Open Approach"
230,"Introduction of Other Diagnostic Substance into Genitourinary Tract, Percutaneous Approach"
231,"Revision of Autologous Tissue Substitute in Sacrum, Percutaneous Endoscopic Approach"
232,"Bypass Right Vertebral Vein to Upper Vein, Open Approach"
233,"Transfusion of Nonautologous Antihemophilic Factors into Products of Conception, Circulatory, Via Natural or Artificial Opening"
234,Beam Radiation of Larynx using Electrons
235,"Drainage of Left Femoral Artery with Drainage Device, Percutaneous Endoscopic Approach"
236,"Revision of Synthetic Substitute in Left Metatarsal-Phalangeal Joint, Percutaneous Approach"
237,"Bypass Left Subclavian Artery to Left Lower Leg Artery with Synthetic Substitute, Open Approach"
238,"Beam Radiation of Sternum using Electrons, Intraoperative"
239,"Occlusion of Left Uterine Artery with Intraluminal Device, Percutaneous Endoscopic Approach"
240,Computerized Tomography (CT Scan) of Abdominal Aorta using High Osmolar Contrast
241,"Excision of Left Conjunctiva, External Approach"
242,"Dilation of Right Radial Artery, Bifurcation, with Three Drug-eluting Intraluminal Devices, Open Approach"
243,"Detachment at Left Foot, Partial 1st Ray, Open Approach"
244,High Dose Rate (HDR) Brachytherapy of Left Breast using Iridium 192 (Ir-192)
245,"Bypass Right Internal Iliac Artery to Left Internal Iliac Artery with Autologous Arterial Tissue, Open Approach"
246,"Repair Right Trunk Bursa and Ligament, Percutaneous Endoscopic Approach"
247,"Repair Skin in Products of Conception with Other Device, Percutaneous Endoscopic Approach"
248,"Transfer Left Lower Leg Subcutaneous Tissue and Fascia with Skin and Subcutaneous Tissue, Percutaneous Approach"
249,"Insertion of Infusion Device into Kidney, Via Natural or Artificial Opening Endoscopic"
250,"Revision of Other Device in Upper Back, Percutaneous Endoscopic Approach"
251,"Excision of Right Sacroiliac Joint, Percutaneous Endoscopic Approach, Diagnostic"
252,"Repair Left Elbow Region, Percutaneous Approach"
253,"Inspection of Pleura, External Approach"
254,"Drainage of Left Sphenoid Bone, Percutaneous Approach, Diagnostic"
255,"Coordination/Dexterity Treatment of Integumentary System - Upper Back / Upper Extremity using Assistive, Adaptive, Supportive or Protective Equipment"
256,Compression of Right Lower Leg using Pressure Dressing
257,"Release Ileum, Percutaneous Approach"
258,"Replacement of Left Axillary Vein with Nonautologous Tissue Substitute, Open Approach"
259,"Release Left Carpal, Percutaneous Endoscopic Approach"
260,Stereotactic Gamma Beam Radiosurgery of Tongue
261,"Occlusion of Aortic Lymphatic, Open Approach"
262,"Excision of Left Face Vein, Percutaneous Approach"
263,"Extirpation of Matter from Prostate, Open Approach"
264,"Extirpation of Matter from Esophagus, Via Natural or Artificial Opening Endoscopic"
265,"Destruction of Scrotum, Open Approach"
266,"Excision of Gastric Vein, Open Approach, Diagnostic"
267,"Replacement of Right Lacrimal Duct with Autologous Tissue Substitute, Via Natural or Artificial Opening"
268,"Mental Health, Biofeedback"
269,"Drainage of Middle Colic Artery, Percutaneous Approach, Diagnostic"
270,"Insertion of External Fixation Device into Left Toe Phalanx, Percutaneous Endoscopic Approach"
271,"Extirpation of Matter from Middle Colic Artery, Percutaneous Approach"
272,"Supplement Left Seminal Vesicle with Autologous Tissue Substitute, Percutaneous Endoscopic Approach"
273,"Supplement Left Hand Artery with Synthetic Substitute, Percutaneous Endoscopic Approach"
274,"Revision of Nonautologous Tissue Substitute in Left Upper Femur, External Approach"
275,"Bypass Left Femoral Vein to Lower Vein, Open Approach"
276,"Drainage of Descending Colon, Open Approach"
277,"Extraction of Accessory Sinus, Percutaneous Approach"
278,"Removal of Hearing Device from Left Inner Ear, Open Approach"
279,"Insertion of Infusion Device into Duodenum, Percutaneous Approach"
280,"Fusion of Left Elbow Joint with Internal Fixation Device, Percutaneous Approach"
281,"Repair Left Pelvic Bone, External Approach"
282,"Removal of Drainage Device from Peripheral Nerve, Percutaneous Approach"
283,"Excision of Thymus, Percutaneous Endoscopic Approach"
284,"Excision of Aortic Body, Percutaneous Approach"
285,"Excision of Pharynx, Via Natural or Artificial Opening Endoscopic"
286,"Removal of Stimulator Lead from Bladder, Percutaneous Endoscopic Approach"
287,"Supplement Right Middle Finger with Synthetic Substitute, Open Approach"
288,"Supplement Right Lower Arm and Wrist Muscle with Autologous Tissue Substitute, Percutaneous Endoscopic Approach"
289,"Bypass Left Common Iliac Artery to Left Renal Artery, Percutaneous Endoscopic Approach"
290,"Reposition Right Tarsal Joint with External Fixation Device, Percutaneous Endoscopic Approach"
291,"Destruction of Left Hand Artery, Open Approach"
292,"Removal of Nonautologous Tissue Substitute from Cervical Vertebral Disc, Percutaneous Endoscopic Approach"
293,Fluoroscopy of Left Hip using High Osmolar Contrast
294,"Revision of Nonautologous Tissue Substitute in Thoracic Vertebral Disc, Percutaneous Endoscopic Approach"
295,"Removal of Internal Fixation Device from Left Metacarpocarpal Joint, Open Approach"
296,"Drainage of Left Hand Bursa and Ligament, Percutaneous Endoscopic Approach, Diagnostic"
297,"Excision of Bilateral Ovaries, Open Approach, Diagnostic"
298,High Dose Rate (HDR) Brachytherapy of Pelvic Region using Iodine 125 (I-125)
299,"Drainage of Lower Gingiva, Percutaneous Approach"
300,"Restriction of Right Renal Vein with Extraluminal Device, Percutaneous Endoscopic Approach"
301,"Extirpation of Matter from Pericardium, Percutaneous Endoscopic Approach"
302,"Destruction of Uterus, Percutaneous Approach"
303,"Occlusion of Right Brachial Artery with Intraluminal Device, Percutaneous Approach"
304,"Fusion of Left Wrist Joint with Autologous Tissue Substitute, Open Approach"
305,"Dilation of Left Anterior Tibial Artery, Bifurcation, with Four or More Intraluminal Devices, Percutaneous Approach"
306,"Restriction of Ampulla of Vater with Extraluminal Device, Percutaneous Approach"
307,"Bypass Right Axillary Artery to Right Extracranial Artery with Synthetic Substitute, Open Approach"
308,"Drainage of Sacral Sympathetic Nerve, Percutaneous Endoscopic Approach"
309,"Replacement of Left Knee Joint, Femoral Surface with Synthetic Substitute, Cemented, Open Approach"
310,"Extirpation of Matter from Left Foot Skin, External Approach"
311,"Dilation of Left External Iliac Artery with Three Intraluminal Devices, Percutaneous Endoscopic Approach"
312,"Destruction of Right Internal Carotid Artery, Percutaneous Endoscopic Approach"
313,"Dilation of Right Common Iliac Artery, Bifurcation, Percutaneous Endoscopic Approach"
314,Removal of Brace on Right Foot
315,"Revision of Drainage Device in Right Carpal Joint, Percutaneous Endoscopic Approach"
316,"Excision of Right Shoulder Tendon, Percutaneous Approach"
317,"Beam Radiation of Mandible using Heavy Particles (Protons,Ions)"
318,"Drainage of Right Sublingual Gland with Drainage Device, Open Approach"
319,Plain Radiography of Inferior Mesenteric Artery using Other Contrast
320,"Removal of Autologous Tissue Substitute from Face, External Approach"
321,"Extirpation of Matter from Left External Carotid Artery, Bifurcation, Percutaneous Approach"
322,"Extirpation of Matter from Right Ureter, Percutaneous Endoscopic Approach"
323,"Bypass Transverse Colon to Cutaneous with Nonautologous Tissue Substitute, Via Natural or Artificial Opening Endoscopic"
324,"Destruction of Right Sphenoid Sinus, Percutaneous Endoscopic Approach"
325,"Reposition Left Common Carotid Artery, Percutaneous Endoscopic Approach"
326,"Replacement of Splenic Vein with Synthetic Substitute, Open Approach"
327,Plain Radiography of Epidural Veins using Low Osmolar Contrast
328,"Drainage of Left Pleura with Drainage Device, Percutaneous Endoscopic Approach"
329,"Excision of Right Lower Leg Muscle, Percutaneous Approach, Diagnostic"
330,"Replacement of Left Lacrimal Duct with Synthetic Substitute, Open Approach"
331,"Dilation of Left Internal Mammary Artery with Two Drug-eluting Intraluminal Devices, Open Approach"
332,"Drainage of Right Humeral Head, Percutaneous Approach"
333,"Bypass Ileum to Rectum, Percutaneous Endoscopic Approach"
334,"Excision of Right Upper Lobe Bronchus, Via Natural or Artificial Opening"
335,"Revision of Reservoir in Trunk Subcutaneous Tissue and Fascia, Open Approach"
336,"Repair Intracranial Vein, Open Approach"
337,"Destruction of Anus, External Approach"
